event_id,japones,en_final,estado
21010000,■キャラバン火来配置,,pending
21010000,■キャラバン古株配置,,pending
21010000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",,pending
21010000,%s\nを%1F手に%1F入れた！,,pending
21010000,$■初回ミニマップ読み込みなし,,pending
21010000,■初回BGM読み込みなし,,pending
21010000,■イベント開始■,,pending
21010000,■イベント終了■,,pending
21010000,3もくてき,,pending
21010000,b■ケータイ着信,,pending
21010000,�■ケータイアイコン表示,,pending
21010000,�■ケータイ発信,,pending
21010000,どこへ%1F行きますか？,,pending
21010000,N(%2F全体マップに　%2F移動しますか？,,pending
21010000,"�,このトビラのカギをもってないようだ。",,pending
21010000,ﾛ■スカウト＞ケータイ,,pending
21010000,■キャラバン瞳子配置,,pending
21010000,★次の章へ⇒⇒⇒%d★,,pending
21010000,■イベントカウント＝%d■,,pending
21010000,■ストーリーフラグ＝%d■,,pending
21010000,ｰ■試合番号＝%d■,,pending
21010000,ｱ■ゲームモード＝%d■,,pending
21010000,Nぜんたい,,pending
21010000,Nいどう,,pending
21020000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",,pending
21020000,%s\nを%1F手に%1F入れた！,,pending
21020000,■イベント開始■,,pending
21020000,■イベント終了■,,pending
21020000,Kもくてき,,pending
21020000,z■ケータイ着信,,pending
21020000,ｪ■ケータイアイコン表示,,pending
21020000,C<--------------------チーム　の情報--------------------,,pending
21020000,R<--------------------その他　の情報--------------------,,pending
21020000,■dbg_地図開示,,pending
21020000,�■キャラバン瞳子配置,,pending
21020000,､■キャラバン火来配置,,pending
21020000,ｮ■キャラバン古株配置,,pending
21020000,ﾄどこへ%1F行きますか？,,pending
21020000,�(%2F全体マップに　%2F移動しますか？,,pending
21020000,ｮ■スカウト＞ケータイ,,pending
21020000,$■初回ミニマップ読み込みなし,,pending
21020000,■初回BGM読み込みなし,,pending
21020000,%★次の章へ⇒⇒⇒%d★,,pending
21020000,+ ■イベントカウント＝%d■,,pending
21020000,0 ■ストーリーフラグ＝%d■,,pending
21020000,ｳ■ケータイ発信,,pending
21020000,ﾈ■試合番号＝%d■,,pending
21020000,ﾉ■ゲームモード＝%d■,,pending
21020000,=<--------------------パーティの情報--------------------,,pending
21020000,O<--------------------スカウトの情報--------------------,,pending
21020000,a$■dbg_%d章スタートデータ作成,,pending
21020000,�ぜんたい,,pending
21020000,"�,このトビラのカギをもってないようだ。",,pending
21030000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",,pending
21030000,%s\nを%1F手に%1F入れた！,,pending
21030000,■イベント開始■,,pending
21030000,■イベント終了■,,pending
21030000,■ケータイ着信,,pending
21030000,P■ケータイアイコン表示,,pending
21030000,Y■ケータイ発信,,pending
21030000,C<--------------------チーム　の情報--------------------,,pending
21030000,R<--------------------その他　の情報--------------------,,pending
21030000,■dbg_地図開示,,pending
21030000,�■キャラバン瞳子配置,,pending
21030000,､■キャラバン火来配置,,pending
21030000,ｮ■キャラバン古株配置,,pending
21030000,ﾄどこへ%1F行きますか？,,pending
21030000,�(%2F全体マップに　%2F移動しますか？,,pending
21030000,ｪ■スカウト＞ケータイ,,pending
21030000,$■初回ミニマップ読み込みなし,,pending
21030000,■初回BGM読み込みなし,,pending
21030000,★次の章へ⇒⇒⇒%d★,,pending
21030000,■イベントカウント＝%d■,,pending
21030000,■ストーリーフラグ＝%d■,,pending
21030000,n■試合番号＝%d■,,pending
21030000,o■ゲームモード＝%d■,,pending
21030000,=<--------------------パーティの情報--------------------,,pending
21030000,O<--------------------スカウトの情報--------------------,,pending
21030000,a$■dbg_%d章スタートデータ作成,,pending
21030000,�ぜんたい,,pending
21030000,"�,このトビラのカギをもってないようだ。",,pending
21040000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",,pending
21040000,%s\nを%1F手に%1F入れた！,,pending
21040000,■イベント開始■,,pending
21040000,■イベント終了■,,pending
21040000,■ケータイ着信,,pending
21040000,P■ケータイアイコン表示,,pending
21040000,Y■ケータイ発信,,pending
21040000,C<--------------------チーム　の情報--------------------,,pending
21040000,R<--------------------その他　の情報--------------------,,pending
21040000,■dbg_地図開示,,pending
21040000,�■キャラバン瞳子配置,,pending
21040000,､■キャラバン火来配置,,pending
21040000,ｮ■キャラバン古株配置,,pending
21040000,ﾄどこへ%1F行きますか？,,pending
21040000,�(%2F全体マップに　%2F移動しますか？,,pending
21040000,w■スカウト＞ケータイ,,pending
21040000,$■初回ミニマップ読み込みなし,,pending
21040000,■初回BGM読み込みなし,,pending
21040000,★次の章へ⇒⇒⇒%d★,,pending
21040000,■イベントカウント＝%d■,,pending
21040000,■ストーリーフラグ＝%d■,,pending
21040000,n■試合番号＝%d■,,pending
21040000,o■ゲームモード＝%d■,,pending
21040000,=<--------------------パーティの情報--------------------,,pending
21040000,O<--------------------スカウトの情報--------------------,,pending
21040000,a$■dbg_%d章スタートデータ作成,,pending
21040000,�ぜんたい,,pending
21040000,"�,このトビラのカギをもってないようだ。",,pending
21050000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",,pending
21050000,%s\nを%1F手に%1F入れた！,,pending
21050000,■イベント開始■,,pending
21050000,■イベント終了■,,pending
21050000,■ケータイ着信,,pending
21050000,P■ケータイアイコン表示,,pending
21050000,Y■ケータイ発信,,pending
21050000,C<--------------------チーム　の情報--------------------,,pending
21050000,R<--------------------その他　の情報--------------------,,pending
21050000,■dbg_地図開示,,pending
21050000,�■キャラバン瞳子配置,,pending
21050000,､■キャラバン火来配置,,pending
21050000,ｮ■キャラバン古株配置,,pending
21050000,ﾄどこへ%1F行きますか？,,pending
21050000,�(%2F全体マップに　%2F移動しますか？,,pending
21050000,ｾ■スカウト＞ケータイ,,pending
21050000,$■初回ミニマップ読み込みなし,,pending
21050000,■初回BGM読み込みなし,,pending
21050000,★次の章へ⇒⇒⇒%d★,,pending
21050000,■イベントカウント＝%d■,,pending
21050000,■ストーリーフラグ＝%d■,,pending
21050000,n■試合番号＝%d■,,pending
21050000,o■ゲームモード＝%d■,,pending
21050000,=<--------------------パーティの情報--------------------,,pending
21050000,O<--------------------スカウトの情報--------------------,,pending
21050000,a$■dbg_%d章スタートデータ作成,,pending
21050000,�ぜんたい,,pending
21050000,"�,このトビラのカギをもってないようだ。",,pending
21060000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",,pending
21060000,%s\nを%1F手に%1F入れた！,,pending
21060000,■イベント開始■,,pending
21060000,■イベント終了■,,pending
21060000,■ケータイ着信,,pending
21060000,P■ケータイアイコン表示,,pending
21060000,Y■ケータイ発信,,pending
21060000,C<--------------------チーム　の情報--------------------,,pending
21060000,R<--------------------その他　の情報--------------------,,pending
21060000,■dbg_地図開示,,pending
21060000,�■キャラバン瞳子配置,,pending
21060000,､■キャラバン火来配置,,pending
21060000,ｮ■キャラバン古株配置,,pending
21060000,ﾄどこへ%1F行きますか？,,pending
21060000,�(%2F全体マップに　%2F移動しますか？,,pending
21060000,\■スカウト＞ケータイ,,pending
21060000,$■初回ミニマップ読み込みなし,,pending
21060000,■初回BGM読み込みなし,,pending
21060000,★次の章へ⇒⇒⇒%d★,,pending
21060000,■イベントカウント＝%d■,,pending
21060000,■ストーリーフラグ＝%d■,,pending
21060000,n■試合番号＝%d■,,pending
21060000,o■ゲームモード＝%d■,,pending
21060000,=<--------------------パーティの情報--------------------,,pending
21060000,O<--------------------スカウトの情報--------------------,,pending
